,decimalLatitude,decimalLongitude,month,class,diversity,CHL,NPP,CO2,nitrate,PAR,phosphate,salinity,silicate,T,times,rate
35180,-37.5,133.5,3,southw,9,0.1491,484.7297872,377.836792,0.18848,35.8894604,0.16815,35.58343124,1.46984,18.43095398,20,2.222222222
35181,-37.5,135.5,4,southw,5,0.2437,525.4473242,368.8833313,0.06289,26.61178982,0.17433,35.53264236,2.116,17.31817627,8,1.6
35182,-37.5,134.5,4,southw,5,0.2272,511.9439278,366.3305359,0.06259,25.83749812,0.145803333,35.50511932,1.8057,17.25740242,16,3.2
35183,-37.5,136.5,6,southw,9,0.3227,448.8202256,363.2469482,0.75864,15.00658094,0.17215,35.60579681,0.45082,15.61989689,16,1.777777778
35184,-37.5,150.5,8,southw,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35185,-37.5,135.5,11,southw,2,0.3713,892.8475189,363.4701843,1.03436,50.9137875,0.11233,35.51486206,3.0358,14.91413212,3,1.5
35186,-37.5,150.5,11,southw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35187,-37.5,133.5,11,southw,3,0.3115,830.6984856,362.7421875,0.45629,48.11869709,0.22269,35.4125824,2.24488,14.83404922,8,2.666666667
35188,-37.5,132.5,12,southw,17,0.3461,788.5427672,369.10495,0.357776,53.54180499,0.27309,35.36776733,1.26589,16.44860458,36,2.117647059
35189,-37.5,134.5,11,southw,5,0.3713,903.2375414,361.9663391,1.14059,49.19017631,0.23932,35.43045807,1.87071,14.74902534,8,1.6
35190,-38.5,149.5,1,southw,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35191,-38.5,147.5,3,southw,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35192,-38.5,148.5,3,southw,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35193,-38.5,149.5,3,southw,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35194,-38.5,137.5,3,southw,20,0.1777,582.4197811,375.4156494,2.44635,36.0946236,0.2048,35.4512558,1.43792,18.05377197,52,2.6
35195,-38.5,136.5,3,southw,20,0.184,561.1713661,376.5801697,3.15768,36.00193263,0.24233,35.46495438,1.80848,17.98165321,54,2.7
35196,-38.5,138.5,3,southw,11,0.1777,553.4373519,375.9005737,2.34627,36.39273126,0.224222,35.45833969,1.35967,18.28763008,28,2.545454545
35197,-38.5,148.5,4,southw,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35198,-38.5,149.5,4,southw,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35199,-38.5,149.5,6,southw,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35200,-38.5,149.5,9,southw,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35201,-38.5,147.5,10,southw,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35202,-38.5,139.5,11,southw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35203,-38.5,137.5,11,southw,5,0.3342,783.6036889,360.5083923,1.82515,52.28108271,0.2445575,35.46202469,1.68752,14.58861828,5,1
35204,-38.5,138.5,11,southw,4,0.2804,749.2802528,359.9398193,1.75151,53.95264528,0.18024,35.5147934,1.45524,14.72252846,5,1.25
35205,-38.5,148.5,11,southw,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35206,-38.5,138.5,12,southw,9,0.3008,881.7956822,362.7918701,1.18867,52.87424246,0.21587,35.51872253,1.82146,16.34330368,18,2
35207,-38.5,139.5,12,southw,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35208,-38.5,137.5,12,southw,10,0.3713,891.058525,362.8473816,1.93921,54.83410366,0.28068,35.48136139,2.28001,16.27574539,27,2.7
35209,-38.5,136.5,12,southw,10,0.2524,734.9326758,363.4472656,0.5889,55.71242662,0.22866,35.40884399,1.9125,16.22590828,16,1.6
35210,-39.5,138.5,3,southw,9,0.1777,556.3785908,365.7905273,2.24241,34.63681451,0.23483,35.4022789,1.53042,17.32507133,26,2.888888889
35211,-39.5,137.5,3,southw,5,0.2045,570.9937028,375.3524475,2.30106,34.95864438,0.28597,35.40181351,2.172413333,17.19889069,7,1.4
35212,-39.5,149.5,5,southw,6,0.4272,637.1946531,345.9108582,1.99208,17.64078245,0.24583,35.81688309,1.84377,17.26582146,8,1.333333333
35213,-39.5,149.5,6,southw,13,NA,505.3936825,355.716217,2.57132,14.14376492,0.45521,35.80786133,1.419095,16.64337158,27,2.076923077
35214,-39.5,148.5,8,southw,6,0.7232,649.5279123,371.2047119,5.63533,22.89949401,0.33871,35.69671631,1.59976,13.10966396,6,1
35215,-39.5,145.5,8,southw,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35216,-39.5,146.5,9,southw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35217,-39.5,139.5,3,southw,8,0.1716,532.7315469,365.5880127,3.34431,35.89437359,0.27831,35.39245605,1.19434,17.39923477,11,1.375
35218,-40.5,151.5,6,southw,3,0.3585,443.2846042,358.3074646,2.32612,12.38112942,0.3397,35.85337448,1.88825,15.33950424,3,1
35219,-40.5,149.5,9,southw,2,0.6068,754.8592953,372.4027405,4.13968,35.11395689,0.37567,35.60441971,2.04266,13.32009029,4,2
35220,-41.5,142.5,3,southw,6,0.2272,576.2912081,357.2822571,0.417795,34.526627,0.29194,35.33219528,0.80611,16.27236366,11,1.833333333
35221,-41.5,143.5,3,southw,4,0.1906,591.5971169,358.2619324,0.70277,35.39560968,0.16996,35.33514404,1.10216,16.65811157,6,1.5
35222,-42.5,144.5,3,southw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35223,-42.5,144.5,8,southw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35224,-42.5,143.5,3,southw,4,0.4425,728.1495817,346.6430054,3.06071,33.28930055,0.24614,35.25134277,1.48243,15.73602009,5,1.25
35225,-43.5,145.5,10,southw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35226,-43.5,144.5,10,southw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35227,-44.5,143.5,1,southw,1,0.4425,1215.883681,337.0858154,6.54834,55.60614189,0.4573,35.05748367,0.80494,14.60331821,1,1
35228,-44.5,146.5,1,southw,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35229,-44.5,145.5,3,southw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35230,-44.5,144.5,3,southw,1,0.3983,800.9859286,341.2575989,3.26061,31.20790462,0.35391,35.13478851,1.8704,14.39475441,1,1
35231,-44.5,146.5,3,southw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35232,-44.5,144.5,10,southw,3,0.3115,547.7274253,368.6070862,11.04161,34.65369645,0.65304,35.11040115,3.13536,11.19574165,11,3.666666667
35233,-44.5,145.5,10,southw,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35234,-44.5,143.5,10,southw,6,0.1974,551.3172411,369.423645,8.78657,33.51841168,0.73463,35.08960342,3.36396,11.35644627,14,2.333333333
35235,-44.5,142.5,10,southw,1,0.2118,564.5130919,371.2746277,8.34874,34.0522624,0.84356,35.02138138,2.17741,11.14827156,1,1
35236,-44.5,141.5,11,southw,1,0.3713,807.4501903,356.8753052,9.557145,44.85642958,0.61873,35.01524734,1.78452,12.18479252,1,1
35237,-44.5,146.5,12,southw,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35238,-44.5,145.5,12,southw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35239,-44.5,147.5,12,southw,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35240,-44.5,146.5,8,southw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35241,-45.5,143.5,1,southw,7,0.3713,1078.980148,341.8879395,5.84535,54.91430852,0.39623,34.95973969,1.68422,14.07032871,13,1.857142857
35242,-45.5,144.5,1,southw,16,0.6285,1381.740606,337.1384583,5.982,56.27735373,0.61791,34.94708252,1.13945,14.38581657,51,3.1875
35243,-45.5,145.5,1,southw,10,0.5859,1410.990386,337.3860779,5.49577,52.86898204,0.60289,34.96723175,1.0016,15.06349659,25,2.5
35244,-45.5,142.5,1,southw,4,0.2904,874.5526611,345.87677,6.96632,52.69604453,0.6743,34.96737671,1.35196,13.79111385,4,1
35245,-45.5,147.5,2,southw,10,0.6068,1083.082632,335.7234192,2.08608,39.28223487,0.44879,35.1222496,1.66637,15.47824383,36,3.6
35246,-45.5,143.5,3,southw,4,0.4916,787.7415453,341.3712463,5.46141,28.45639407,0.55937,35.0100174,1.2417,13.63836575,5,1.25
35247,-45.5,142.5,3,southw,2,0.3115,671.3569411,343.7703857,7.48943,29.0830573,0.67268,34.97631073,1.20841,13.3091383,2,1
35248,-45.5,143.5,7,southw,1,NA,188.2901056,387.3684692,11.51781,9.607177901,0.669908,34.96838379,3.87527,10.65743065,1,1
35249,-45.5,143.5,10,southw,2,0.2524,458.952385,375.1278381,11.49643,35.46776593,0.72577,34.9276123,3.64909,10.66051483,6,3
35250,-45.5,142.5,10,southw,7,0.3713,477.2745014,376.1798401,11.42459,35.75106803,0.78734,34.9022789,3.98693,10.39824581,19,2.714285714
35251,-45.5,144.5,10,southw,2,0.2437,442.2901003,374.584198,8.79984,35.5855333,0.79225,34.92139053,3.9822,10.7681036,5,2.5
35252,-45.5,147.5,12,southw,11,0.4272,1030.60137,351.164978,4.35145,55.61143356,0.54508,35.01239777,1.77377,12.75426102,28,2.545454545
35253,-45.5,146.5,12,southw,9,0.4583,1146.011743,350.9920349,3.64451,52.50203063,0.50082,34.96405411,1.67124,12.65380669,37,4.111111111
35254,-45.5,145.5,12,southw,6,0.4747,1072.198474,349.8741455,5.08811,52.05708617,0.53344,34.95540619,1.5215,12.72644615,42,7
35255,-45.5,143.5,12,southw,3,0.6983,1073.967924,348.0196838,7.88857,48.50333253,0.67317,34.93484116,5.2567,12.45850372,5,1.666666667
35256,-45.5,144.5,12,southw,9,0.6068,1128.349158,345.3580933,6.65625,51.1531521,0.482845,34.94338989,2.6084,12.64668846,16,1.777777778
35257,-46.5,143.5,1,southw,6,0.5274,937.6371792,347.1397705,7.58732,51.6029299,0.64,34.84427643,4.16798,13.11728954,15,2.5
35258,-46.5,143.5,7,southw,2,NA,159.8513753,386.0976257,14.47043,8.536403544,1.05352,34.87614822,3.6515175,9.946538925,3,1.5
35259,-46.5,144.5,12,southw,6,NA,1000.893166,349.6242371,10.77251,46.11431852,0.66447,34.80289459,2.70724,12.0907135,38,6.333333333
35260,-46.5,143.5,12,southw,5,NA,1057.335783,354.6111145,12.62336,46.82181856,0.75985,34.80787659,4.22725,12.02234364,26,5.2
35261,-46.5,147.5,12,southw,2,0.3846,861.9070208,359.3502197,8.41255,52.7017112,0.59508,34.83768845,1.30721,12.12557602,6,3
35262,-47.5,147.5,2,southw,7,NA,797.3726072,347.7809753,6.08579,33.26711652,0.79661,34.90182114,2.93029,12.65766621,21,3
35263,78.5,-1.5,6,northp,3,0.4916,869.1941911,312.8410034,4.66361,29.36034551,0.39224,33.90858078,4.60455,0.245381355,4,1.333333333
35264,78.5,10.5,6,northp,2,0.7232,1255.153252,344.7544884,1.33282,36.58462958,0.65292,34.83493042,3.98018,4.570336342,4,2
35265,78.5,87.5,8,northp,2,0.8927,812.6353853,263.4305788,0.48025,18.84366445,0.21924,30.04300308,3.250935,0.348322272,3,1.5
35266,78.5,70.5,8,northp,4,0.3342,325.2131703,250.4914612,1.83987,15.29487262,0.35462,32.94631195,2.32662,0.616901517,7,1.75
35267,78.5,2.5,6,northp,4,2.8421,1693.104228,235.1636963,2.65793,32.04911647,0.424236667,34.58393097,4.99685,2.603495836,4,1
35268,77.5,13.5,3,northp,2,NA,198.6924671,309.1671639,10.671568,4.566959454,0.518576667,34.78806686,8.67341,2.140906096,6,3
35269,77.5,13.5,4,northp,2,0.4916,565.6254709,365.4496078,9.34058,14.44413173,0.651923333,34.43695068,5.07404,-1.719384551,4,2
35270,77.5,12.5,4,northp,1,1.5652,693.214545,347.5636421,10.04058,17.37460556,0.64102,34.50362396,5.95319,-1.389616966,2,2
35271,77.5,14.5,4,northp,1,NA,176.11754,382.3313449,9.87542,15.70110098,0.698665,34.43584061,5.10997,-0.126729742,2,2
35272,77.5,13.5,5,northp,3,0.7491,900.9128764,348.2870105,5.09082,27.10361817,0.4908,34.23685455,4.58838,0.022602517,9,3
35273,77.5,10.5,6,northp,3,1.4591,1976.266464,307.7046204,2.82607,35.5090333,0.34244,35.14270782,5.55968,4.068585396,5,1.666666667
35274,77.5,13.5,6,northp,3,1.4591,1355.473038,424.1967087,1.72487,35.9962179,0.400785,34.98549271,2.70313,2.206827402,6,2
35275,77.5,65.5,7,northp,4,0.3983,430.0373575,259.9207135,0.50153,27.05079331,0.33774,33.83611298,1.72424,1.891885281,6,1.5
35276,77.5,13.5,7,northp,1,1.5652,1407.264924,319.8883662,0.87771,24.28771734,0.397,33.93442917,4.61006,6.144626141,1,1
35277,77.5,12.5,8,northp,8,0.8322,1166.063714,313.348587,2.146425,19.35633461,0.367575833,34.18584061,2.09167,5.932844162,24,3
35278,77.5,14.5,9,northp,1,NA,727.1852867,332.2518155,1.99397,8.197359921,0.42657,33.74182129,2.07889,6.380517483,2,2
35279,77.5,13.5,9,northp,5,NA,602.4431041,328.2082415,2.3307,8.511813083,0.389928333,34.02106857,1.891276667,5.686498642,9,1.8
35280,77.5,12.5,11,northp,1,NA,239.0339686,370.1613905,5.14631,3.489457937,0.57236,35.04942322,6.38305,4.093865395,2,2
35281,77.5,70.5,7,northp,5,0.3227,390.3854911,266.9181445,0.44488,27.06263012,0.60223,32.90402985,1.98746,2.132897139,6,1.2
35282,77.5,56.5,7,northp,5,NA,349.4364736,270.1967026,0.4448,26.70967177,0.221753333,33.26813507,3.41835,3.058459044,7,1.4
35283,77.5,71.5,7,northp,3,0.3227,379.5247686,267.952636,0.75924,27.36144263,0.56565,32.21707153,3.33302,2.425792694,4,1.333333333
35284,77.5,13.5,8,northp,7,1.1019,1425.565894,312.9155813,1.33957,19.87232678,0.264156,33.72791672,4.25924,6.622400284,10,1.428571429
35285,77.5,12.5,9,northp,10,NA,621.00762,334.9838968,2.81975,8.297834089,0.38088,34.35872269,1.85415,5.029886723,21,2.1
35286,77.5,13.5,11,northp,3,NA,254.3233872,336.7230814,4.81709,3.586210797,0.57756,34.73759079,6.68894,3.873730421,5,1.666666667
35287,77.5,14.5,12,northp,2,NA,213.8158615,311.5603934,2.5456,6.233405373,0.806871333,34.52879715,17.504315,2.007760286,2,1
35288,76.5,14.5,3,northp,2,NA,197.9462395,341.4314392,11.737768,3.061680368,0.687571,35.13798904,6.8613,3.01287365,5,2.5
35289,76.5,14.5,4,northp,1,0.4747,513.7186521,368.8426156,9.96319,15.78528337,0.67322,34.84799194,4.8184,-3.5233922,2,2
35290,76.5,15.5,4,northp,3,0.5462,884.3763408,393.9608667,10.64836,16.2592921,0.558116667,34.4864769,5.25409,-3.28759408,4,1.333333333
35291,76.5,14.5,5,northp,3,0.4916,731.5944604,345.5415346,6.544294,27.55502431,0.41525,34.94577408,3.07942,0.211516663,10,3.333333333
35292,76.5,15.5,5,northp,1,2.3847,996.8094644,349.546218,3.45717,27.72739925,0.49849,34.68202209,3.88863,-0.783739865,3,3
35293,76.5,12.5,5,northp,3,0.7491,763.6449078,357.2177124,4.54578,25.58681408,0.50061,35.29369736,5.25884,3.014097452,6,2
35294,76.5,13.5,5,northp,3,0.4583,793.7787432,339.673522,4.71194,24.86448827,0.3789,35.03129578,4.388573333,1.363657951,6,2
35295,76.5,11.5,5,northp,1,0.6068,753.6832914,359.1437073,4.84225,25.71869603,0.47045,35.33471298,5.27355,4.079567909,2,2
35296,76.5,14.5,6,northp,5,0.9576,1394.692751,350.9802597,2.56493,35.87358193,0.31847,35.1637001,4.2277,4.204191208,10,2
35297,76.5,13.5,6,northp,6,1.5652,1750.382694,356.078905,2.60687,34.04549851,0.363653333,35.25529861,5.31681,4.71175909,18,3
35298,76.5,17.5,6,northp,3,0.3846,976.340981,323.6704265,2.478312333,38.51337191,0.239586667,34.60784531,2.22643,3.701239586,5,1.666666667
35299,76.5,13.5,8,northp,9,0.8322,1135.859993,313.4902917,1.76699,18.40141096,0.309583333,34.44379807,3.06787,5.819478989,54,6
35300,76.5,14.5,8,northp,7,0.8035,1155.720614,311.8243357,1.80692,19.08458113,0.32498,34.29140472,2.39607,5.525338173,9,1.285714286
35301,76.5,12.5,9,northp,6,NA,445.7343053,356.54776,2.20508,8.275889643,0.277583333,34.68873978,2.3616,5.417546749,25,4.166666667
35302,76.5,13.5,10,northp,2,NA,400.3884506,394.6925143,3.92715,2.047840736,0.43936,34.73589706,1.80499,4.480635166,3,1.5
35303,76.5,13.5,11,northp,2,NA,247.67878,331.9060893,4.44871,3.542137682,0.52669,35.08756256,9.70308,4.695043087,6,3
35304,76.5,23.5,6,northp,4,0.8927,936.15625,302.3196132,1.26136,35.80729859,0.275555,34.68981934,1.27834,1.265687227,4,1
35305,76.5,22.5,6,northp,3,0.3342,729.8971518,308.114617,1.46827,37.16142458,0.24875,34.66439819,1.40344,0.796535313,3,1
35306,76.5,15.5,11,northp,2,NA,386.5371595,332.3662622,4.01117,4.947939206,0.50109,34.80352783,7.5861,3.877298117,2,1
35307,75.5,15.5,3,northp,1,NA,227.5164512,378.4153137,9.555073333,5.293722835,0.77056,35.1592598,6.5167,3.499969006,5,5
35308,75.5,16.5,5,northp,1,3.7632,1606.822853,328.150238,5.56091,26.47724467,0.55129,34.92893982,3.47394,3.61750865,2,2
35309,75.5,15.5,5,northp,2,0.5274,1037.080958,345.9380798,5.27107,26.02208146,0.45052,34.98058701,4.17493,3.895175934,6,3
35310,75.5,14.5,5,northp,2,0.3585,652.6125528,375.9087524,4.60087,25.90747729,0.43831,35.06171799,2.12825,4.126986027,7,3.5
35311,75.5,18.5,5,northp,2,3.0487,1368.361069,265.0421143,5.49798,28.90276215,0.285415,34.885952,2.85643,1.58005774,4,2
35312,75.5,17.5,5,northp,1,4.3303,1738.077804,301.32901,4.891036667,27.6696857,0.396525,34.92025757,4.041431333,3.091124773,2,2
35313,75.5,13.5,5,northp,1,0.3713,656.2158186,365.6920471,7.64366,25.86061617,0.58775,35.1534462,4.73157,4.336904049,2,2
35314,75.5,15.5,6,northp,5,4.3303,1828.431542,283.3708801,4.035216667,32.31780398,0.32445,35.24739456,2.595195,5.77867651,10,2
35315,75.5,13.5,6,northp,1,0.6983,1277.129394,327.5526428,3.728836667,32.16710953,0.33735,35.16252136,4.05369,5.377905846,1,1
35316,75.5,14.5,7,northp,3,0.7491,1182.518963,326.9602356,1.89797,23.99199456,0.28337,35.11463165,1.74571,6.666027069,3,1
35317,75.5,16.5,7,northp,2,2.1464,1887.845203,307.2854309,0.71402,24.98223419,0.32849,35.08042145,2.10878,5.910837173,3,1.5
35318,75.5,15.5,8,northp,5,0.8927,1232.646242,284.6777649,0.799705,16.25201155,0.12916,34.78141785,3.061525,7.028439522,10,2
35319,75.5,15.5,9,northp,9,0.5859,554.1093378,341.08255,3.019511667,7.722212533,0.37213,34.69913864,1.67175,6.708189011,27,3
35320,75.5,16.5,9,northp,8,0.7758,708.1521336,342.5007324,2.75963,7.873455596,0.3413,34.65618896,2.17629,6.397572517,32,4
35321,75.5,18.5,12,northp,2,NA,357.8107065,335.046875,1.56473,5.701556573,0.53479,35.05519867,3.27957,3.087018251,4,2
35322,75.5,18.5,7,northp,3,NA,964.138705,322.1915588,0.99254,26.26654328,0.21798,34.71802902,2.48999,4.591840744,3,1
35323,75.5,17.5,7,northp,3,0.9576,1341.08599,312.669342,0.96904,25.5679738,0.22742,34.95111084,2.79569,5.488211155,3,1
35324,75.5,17.5,10,northp,4,NA,383.8957361,352.4817505,1.68958,2.054944903,0.39237,34.50643158,4.394923333,3.867621422,4,1
35325,74.5,16.5,3,northp,1,NA,259.1865997,379.1130066,11.79155,5.979899951,0.71268,35.1124649,5.70705,3.599110842,6,6
35326,74.5,17.5,4,northp,2,0.3227,620.1646094,365.3302002,10.91182,16.22934141,0.5822,35.25675964,5.05326,4.170655727,4,2
35327,74.5,18.5,4,northp,2,0.7491,648.9243038,356.8258362,9.13286,19.38490059,0.5626825,35.02653668,5.12487,0.839882894,4,2
35328,74.5,15.5,5,northp,1,0.5092,819.1300331,364.7920227,8.10906,27.89443919,0.549703333,35.17604065,4.625495,4.742542267,2,2
35329,74.5,21.5,5,northp,1,2.6495,1615.402055,327.6324463,7.20552,31.12551226,0.46327,35.05475998,1.2492,1.324400306,1,1
35330,74.5,16.5,5,northp,7,0.3983,914.8247708,358.8650208,8.10851,28.22297392,0.54304,35.07964706,4.11883,4.830010414,19,2.714285714
35331,74.5,22.5,5,northp,4,2.001,1511.934746,326.6448364,5.70498,31.0848317,0.26513,35.05697632,2.380293333,0.680312634,6,1.5
35332,74.5,20.5,5,northp,2,3.7632,1549.070825,329.8743286,8.12191,31.16455045,0.38362,35.04581451,3.585975,1.741041183,3,1.5
35333,74.5,19.5,5,northp,2,1.4088,1479.430604,335.8796997,6.70159,29.91386952,0.440942143,35.07555389,2.63133,1.596956611,3,1.5
35334,74.5,16.5,6,northp,9,0.5274,876.7019597,323.9870605,4.07664,30.17439763,0.46487,35.0642128,3.82976,5.318463802,30,3.333333333
35335,74.5,14.5,6,northp,1,0.9918,1177.479739,330.3201599,3.24129,29.99149484,0.405841667,35.15846634,3.98962,5.551308632,1,1
35336,74.5,17.5,6,northp,1,0.8619,919.1152567,339.0705566,2.87532,30.94791503,0.35859,35.09199905,3.18843,4.950021744,2,2
35337,74.5,14.5,7,northp,1,0.8035,1282.01975,320.1762695,2.83372,25.60188352,0.238826667,35.03082657,2.6764,7.266274929,1,1
35338,74.5,19.5,7,northp,4,1.0273,965.5724123,309.4962769,0.67775,27.85571033,0.22158,35.01173782,1.76006,6.433593273,8,2
35339,74.5,-88.5,8,northp,3,NA,1475.652186,296.7546866,0.57715,17.31613948,0.34283,26.96767181,13.67862,0.748127926,3,1
35340,74.5,15.5,8,northp,11,NA,1044.589436,304.6976624,1.266755,13.84405657,0.2144175,34.96024323,1.70632,7.874073029,62,5.636363636
35341,74.5,16.5,8,northp,4,NA,1082.904557,291.7541504,1.45198,13.85548366,0.215065,34.97207642,1.66277,7.51812315,9,2.25
35342,74.5,-86.5,9,northp,3,NA,1188.238452,305.7659035,0.29985,7.851793529,0.261855,27.47333336,28.66253,-0.020104603,5,1.666666667
35343,74.5,18.5,12,northp,2,NA,275.6062945,350.4317017,2.35012,5.397984053,0.60932,34.39163746,4.35294,4.112911121,3,1.5
35344,74.5,15.5,7,northp,5,0.8035,1146.788086,320.5725708,1.29763,25.4726231,0.28588,35.05173111,2.233672,7.130997658,7,1.4
35345,73.5,17.5,3,northp,1,0.3227,263.5867581,376.8126831,10.97193,6.38055622,0.8118,35.14864349,4.97901,4.538226128,3,3
35346,73.5,18.5,4,northp,3,0.3342,355.5291386,378.506134,8.83733,16.01209834,0.54199,35.18080521,5.295604167,5.018069267,4,1.333333333
35347,73.5,24.5,5,northp,3,8.7361,4438.945258,345.2064209,5.90056,32.51366857,0.34429,34.89277649,4.32359,3.156471968,6,2
35348,73.5,23.5,5,northp,4,4.181,4127.470175,348.2200012,6.34849,32.43893593,0.34702,34.96883011,3.555614,3.089643717,5,1.25
35349,73.5,22.5,5,northp,5,4.3303,2681.209897,342.5120239,5.84899,32.37485607,0.5816,35.01617432,4.645085,3.187871456,9,1.8
35350,73.5,17.5,5,northp,4,0.4916,869.1313783,360.6479187,7.49108,29.9014497,0.526913333,35.2297287,3.77637,4.820437908,7,1.75
35351,73.5,26.5,6,northp,8,0.651,1134.076328,364.9318848,2.691678,33.87584225,0.28438,34.50054932,1.679728333,3.932759762,22,2.75
35352,73.5,17.5,6,northp,10,NA,1096.103566,318.9998474,2.631365,29.5403976,0.3498,35.13201523,5.06424,5.605762959,27,2.7
35353,73.5,17.5,7,northp,2,0.7232,1149.553056,319.9625244,0.650204286,28.58841144,0.28004,34.97733688,2.2228,7.744305134,3,1.5
35354,73.5,15.5,7,northp,1,0.9246,1347.660453,319.5901184,1.79079,27.76212668,0.23766,35.01651001,2.21072,7.90019846,1,1
35355,73.5,21.5,7,northp,9,0.5462,1016.941844,321.1659546,2.83876,28.07611975,0.28437,34.88080978,2.46043,8.557585716,14,1.555555556
35356,73.5,-88.5,8,northp,3,0.6068,228.5715575,290.6790991,0.604965,17.72959839,0.309725,27.7678588,29.21235,1.030188954,4,1.333333333
35357,73.5,-89.5,8,northp,4,0.5092,283.23011,290.2200925,0.79646,17.92427289,0.3946,29.6277256,4.8514,-0.424170494,7,1.75
35358,73.5,-90.5,8,northp,4,0.3983,578.8764567,290.2200925,1.018256667,18.54616915,0.50914,30.01384926,6.00818,0.163882464,6,1.5
35359,73.5,-85.5,8,northp,4,0.5274,510.0763385,291.9005972,0.62533,18.69703944,0.16994,30.27656746,23.40846,-0.277819872,5,1.25
35360,73.5,-80.5,8,northp,3,NA,460.4057122,292.8719849,0.86727,20.18422384,0.19515,25.83423656,27.16684,1.27310032,8,2.666666667
35361,73.5,-86.5,8,northp,2,NA,2143.662966,291.6377219,0.62992,18.19749909,0.2067375,27.29179628,23.12345,1.927573224,3,1.5
35362,73.5,-82.5,8,northp,2,NA,489.9449854,292.765881,1.00162,18.82348803,0.24841,23.32572338,34.45843,1.657533481,4,2
35363,73.5,-87.5,8,northp,2,NA,1909.747897,291.6377219,0.65628,18.24599273,0.23516,27.65515334,20.94673,1.552471758,2,1
35364,73.5,-81.5,8,northp,2,NA,415.3631767,293.0578925,0.99013,20.39232494,0.19097,30.58562851,29.69415,1.243894219,2,1
35365,73.5,16.5,8,northp,8,NA,1103.202871,300.329834,1.21731,15.23635525,0.33786,34.90576935,1.91895,8.816954613,36,4.5
35366,73.5,-88.5,9,northp,3,NA,102.4574614,294.7226617,0.54813,9.078382323,0.43467,27.79128954,16.04246,-0.713373116,5,1.666666667
35367,73.5,17.5,12,northp,1,NA,297.915256,365.0522461,7.18665,6.318925243,0.79919,35.01195145,4.1681,4.567924976,2,2
35368,73.5,17.5,11,northp,3,NA,296.9312415,367.2906189,6.47346,2.948146335,0.766403333,34.80230331,3.862058429,6.004002094,4,1.333333333
35369,72.5,18.5,3,northp,5,NA,205.6204992,382.1253967,10.73578,6.648504149,0.82724,35.222332,5.16824,5.330375195,9,1.8
35370,72.5,19.5,4,northp,6,0.3342,384.4660317,372.2412415,9.970896667,17.57339008,0.644136,35.2346077,4.855473333,5.769085407,8,1.333333333
35371,72.5,15.5,4,northp,1,0.2272,403.5081503,368.3973389,10.70389,17.64632412,0.6765,35.32940674,4.665523333,5.378068447,2,2
35372,72.5,24.5,5,northp,5,4.181,2246.177567,344.4753723,4.26891,33.53639084,0.36206,35.10559464,4.30607,4.253622055,11,2.2
35373,72.5,25.5,5,northp,3,4.0368,2131.078242,348.2987061,2.94188,33.14139777,0.47438,35.094944,4.10791,3.978390694,6,2
35374,72.5,18.5,5,northp,6,0.651,1376.936039,349.7635498,6.7542,32.60176233,0.533184,35.30423355,4.51538,5.446788788,8,1.333333333
35375,72.5,23.5,7,northp,2,0.7232,1431.929106,332.7204895,1.38247,32.39601926,0.29947,34.70695496,2.34017,8.966580391,3,1.5
35376,72.5,15.5,7,northp,2,0.7491,1365.023089,323.1710205,0.47956,29.3596337,0.297223333,34.95664597,3.66957,8.506903648,4,2
